,name,gender
7493,md.tosheeb,1
7510,chotelal,1
7517,chanpa,0
7518,shalig,1
7520,mooldan,1
7535,neelajan,1
7550,hongsi,0
7556,krishnal,1
7557,nareshpal,1
7572,chhatar,1
7575,aarushi,0
7579,kawal,0
7582,sehnawaj,1
7592,meharuddin,1
7594,puspender,1
7599,udi,0
7600,udal,1
7604,shaubha,1
7613,khushbhu,0
7617,girjesh,1
7624,nazmaa,0
7633,shreee,1
7641,punkaj,1
7644,sahaja,0
7645,naushi,0
7652,laltha,1
7656,sehjal,0
7678,ruanbza,0
7686,kulwinder,1
7702,maneesha,0
7704,najni,0
7715,kiriti,0
7721,vude,1
7723,shahzadi,0
7725,ravindr,1
7728,sapan,1
7736,babupuri,1
7753,bhahadur,1
7754,nency,0
7756,pushpawati,0
7757,patik@monu,1
7771,santok,0
7775,samsung,1
7786,cosmic,0
7790,samer,1
7793,jainub,0
7794,vipulander,1
7798,vijaynti,0
7803,serul,0
7821,shm.,0
7824,sabnur,0
7837,mariya,0
7838,umlesh,1
7841,salupa,0
7844,haji,1
7845,sorbh,1
7846,adiba,0
7860,taranjeet,0
7861,simpi,0
7864,amri,0
7866,smt.lokesh,0
7870,jugender,1
7879,alapna,0
7883,yadho,1
7884,muzmil,1
7886,rekhwan,0
7890,saral,0
7893,virjiniya,0
7902,rawi,0
7917,navjoot,1
7918,nabijan,1
7933,sunarkali,0
7939,preyank,0
7959,sk,1
7963,munnawar,1
7965,prayatan,1
7998,dhiraj@dhirendar,1
8006,devid,1
8015,ramchandr,1
8025,rahina,0
8044,ranita,0
8055,bandana,0
8060,nelam,0
8061,soban,1
8065,anupuma,0
8080,dipa,0
8098,chanab,0
8101,marya,0
8103,chajju,1
8104,udesh,1
8113,kedarnath,1
8115,rantesh,1
8118,sharadhha,0
8124,sombir,1
8125,shahboob,1
8128,ziyabul,1
8139,satvida,0
8147,narbahadur,1
8151,bijendra,1
8156,mina,0
8162,halke,1
8168,fuli,0
8195,daaud,1
8208,shohan,1
8215,ahupendra,1
8218,kalma,0
8220,siyaram,1
8228,pusgpender,1
8230,jaanki,0
8252,vijaya,0
8260,rajshree,0
8266,edris,1
8273,puspendar,1
8275,kamlajeet,0
8278,rachnu,0
8279,kashmir,1
8282,baljinder,1
8284,sadiq,1
8288,param,1
8294,urendra,1
8296,guddibai,0
8300,navi,1
8308,yatin,1
8312,prinkaya,0
8325,nosar,0
8328,bachan,1
8334,chandrika,0
8337,sangit,1
8338,shulekha,0
8340,bintu,1
8346,titu@devender,1
8357,maryana,0
8375,dhurender,1
8379,tarbez,1
8382,dikshant,1
8402,sikander,1
8411,elwin,1
8412,indresh,1
8432,givinda,1
8433,sobit,1
8441,raju@rajesh,1
8444,koyali,0
8446,anarkali,0
8448,parlad,1
8449,jarnail,1
8457,isharar,1
8476,gaura,0
8477,gulshana,0
8478,sohel,1
8490,atif,1
8496,k,0
8501,ajnoor,0
8508,jenifer,0
8522,iqubal,1
8528,alseepa,0
8543,sabnam@,0
8547,devashish,1
8554,rasab,1
8562,asfaq,1
8571,rojmen,0
8574,marjana,0
8576,yashodha,0
8586,mehbob,1
8591,gyanendra,1
8602,lawrence,1
8610,arham,1
8612,bironica,0
8614,jasvant,1
8616,gollu,1
8617,narayani,0
8630,khemraj,1
8633,sekha,1
8639,pachuram,1
8640,mahmun,0
8643,seekha,0
8648,jakra,0
8655,faaija,0
8665,vitan,1
8670,ugma,0
8680,smt.chhoti,0
8691,firoja,0
8692,muli,0
8698,kimmi@neelam,0
8704,devik,1
8708,shyama,1
8718,injmam,1
8738,neesha,0
8746,sarabjeet,1
8748,pratha,1
8754,lavish,1
8755,bharatlal,1
8756,arbana,0
8769,sheenu,0
8794,prempal,1
8797,ishtkar,1
8800,harmit,0
8804,roopali,0
8820,bhoori,0
8829,kalashi,0
8834,jagviri,0
8835,ramdhani,0
8837,nabi@,1
8839,musmi,0
8840,raniya,0
8841,kawaljeet,1
8858,ramjiyawan,1
8867,sukhavinder,1
8872,satveer,1
8881,lamani,1
8883,vipiv,1
8897,bhudhashen,1
8903,shajiya,0
8915,noorjhan,0
8916,gulafsha,0
8918,sajma,0
8925,shahnaj,0
8927,rammurti,1
8929,mehfooj,0
8930,mohmmad,1
8931,jaidul,1
8937,md.gulsher,1
8940,mnisha,0
8942,iswer,1
8946,ezaz,1
8957,fareem,0
8958,sujan,1
8976,pulita,0
8983,bachhu,1
8995,chinu,1
9003,tabasum,0
9013,sabanam,0
9019,avantika,0
9037,arpna,0
9039,bagaram,1
9045,sahishta,0
9054,ashra,0
9058,bobbi,1
9075,sunayna,0
9080,tajmaha,0
9090,laksh,1
9095,rajanti,0
9103,rahishudeen,1
9116,bhiva,1
9117,takshila,0
9121,jhalla,1
9143,kudeep,1
9148,deeraj,1
9164,karnesh,1
9168,kimat,1
9170,harbanschauhan,1
9174,tikku,1
9191,shymo,0
9199,beeti,0
9203,badshya,1
9209,sehnaaz,0
9216,marzina,0
9220,musra,0
9228,ramjas,0
9229,bajinder,1
9230,kiniya,0
9238,doodhnath,1
9249,nirosha,0
9265,aaenab,1
9268,baga,1
9276,saheb,1
9278,rohthash,1
9301,riyazuddin,1
9304,jagjiwan,1
9329,nayana,0
9339,mangu,1
9356,shabila,0
9366,mohmmd,1
9383,januka,0
9387,hararat,1
9391,anno@,0
9399,pramjeet,1
9404,samadh,1
9415,virpal,1
9416,mukti,0
9426,traun,1
9433,mamuna,0
9434,mahraj,1
9445,jasim,1
9446,padama,0
9448,lad,0
9462,saddham,1
9464,garv,1
9466,farhanaaz,0
9478,mubashir,1
9479,vaijanti,0
9480,meghana,0
9482,bacchu,1
9486,makhan,1
9492,papa,1
9494,anshiya,0
9499,arvinder,0
9504,vibhuti,1
9513,soyab,1
9516,hena,0
9522,masoom,1
9523,rupam,0
9532,sri-dwrikaprasad,1
9537,rithik,1
9543,rajuddin,1
9555,bhud,1
9556,divaraj,1
9557,chotum,1
9563,manbhari,0
9569,naitik,1
9580,dhaneswar,0
9585,sefali,0
9595,chakra,1
9598,gudya,0
9606,sohil,1
9612,santara,0
9620,ramwatar,1
9625,dipendra,1
9636,anja,0
9642,sonal,0
9644,kartika,0
9648,amot,1
9652,lakhe,0
9655,jagdesh,1
9656,laxmikant,1
9657,rumeet,1
9669,arhiyant,1
9670,pawni,0
9671,manwi,0
9683,mukaram,1
9712,kalpesh,1
9721,shulal,1
9736,iqra,0
9752,nirjla,0
9754,ameen,1
9781,shabbo,0
9793,ravinath,1
9794,hanni,1
9795,birpal,1
9806,vandita,0
9810,ameer,1
9818,mukram,1
9837,yunishs,1
9838,vazid,1
9842,sushela,0
9855,rubjaan,0
9860,halkuji,1
9883,parinka,0
9893,nensi,0
9897,ragwender,1
9908,manfool,0
9921,maatwar,1
9931,sachidanand,1
9935,sowar,1
9940,nannu,1
9961,liladevi,0
9963,shanvaj,1
9970,durgpal,1
9977,samadhan,1
9980,kachan,0
9988,mohinuddin,1
10016,ashlam,1
10019,rukhsona,0
10026,mosam,0
10029,jaibhagwan,1
10046,saviha,0
10050,moh.jakir,1
10059,manlisa,0
10060,victor,1
10065,chuni,0
10069,gyanender,1
10077,omperkash,1
10085,rubee,0
10087,penzin,1
10090,shahjadi,0
10095,sukkhu,1
10102,pravin,1
10109,gyanwati,1
10110,fateh,1
10113,yatharth,1
10117,umang,1
10123,bishnu,0
10129,vipendra,1
10135,sahida,0
10146,divansh,1
10153,jamad,1
10155,gulsher,1
10172,salomi,0
10174,iema,0
10176,gaffur,1
10185,vipol,1
10207,ikramudeen,1
10216,imtyaz,1
10220,jabbar,1
10225,husana,0
10227,kalpeshwari,0
10231,shamina,0
10248,lashma,0
10257,awedhesh,1
10258,mhosin,1
10262,oli,1
10275,radikha,0
10278,moral,0
10301,kumarage,0
10302,rabhida,0
10305,kamalkishore,1
10306,mamoita,0
10311,parmodh,1
10314,sarkar,1
10317,bunti,1
10333,shahbuddin,1
10346,pramil,0
10347,benay,1
10348,samsad,0
10354,rameswar,1
10361,hardik,1
10364,kazal,0
10365,sheak,1
10376,san,0
10377,alim,1
10383,ishawar,0
10386,panchuram,1
10392,abhilasha,0
10401,priyansu,1
10405,tolaram,1
10406,faujdar,1
10420,amida,0
10421,noreen,0
10426,garsh,1
10428,buhan,1
10444,sishpal,1
10448,aarifun,0
10458,prashansa,1
10459,swaliya,0
10462,anayatha,0
10472,lada,0
10474,suntia,0
10477,shekher,1
10478,konika,0
10479,banti,1
10486,maushid,1
10487,smt.mamta,0
10493,megharaj,1
10523,haseem,1
10536,rosan,0
10537,ilesh,1
10538,zafar,1
10541,phoolo,1
10548,ashishi,1
10565,fasrun,0
10568,ajmal,0
10572,anandwati,0
10578,vaid,1
10579,kawita,0
10586,nuraish,0
10591,mero,0
10595,ramkanya,0
10597,vashanavi,0
10604,munder,1
10606,riyajudhin,1
10618,lakshy,1
10619,baita,0
10622,nagia,0
10623,angda,1
10629,sandee[,1
10632,ramu@,1
10634,dinkar,1
10637,sharwan,1
10638,gulsida,0
10641,amirul,0
10643,pataso,0
10649,kherul,0
10654,shamsuddin,1
10660,abhilash,1
10668,pramood,1
10675,shanichari,0
10676,dibakar,1
10679,laxmeena,0
10686,mahi,0
10688,ramjani,1
10706,omprkash,1
10709,ismaliye,0
10713,dineesh,1
10723,kedarmal,1
10735,awshin,0
10739,jitan,1
10741,hashim,1
10744,ravishankar,1
10753,jasveen,1
10768,nazrin,0
10771,peer,1
10793,aazad,1
10799,prabhjot,0
10801,jalsingh,1
10807,akhileshwer,1
10809,amrta,0
10810,bhhatu,1
10812,denesh,1
10825,sanjay@ghasu,1
10828,sugandb,0
10831,jeesan,1
10835,tauseek,1
10837,gurbax,1
10842,satnarayan,1
10844,angreg,1
10848,baidnath,1
10851,mahendar,1
10863,daveena,0
10875,kareshan,1
10883,anaji,0
10884,punita,0
10887,halima,0
10893,suja,1
10896,chinku,1
10900,bundel,1
10901,jaichand,1
10909,gangadhar,1
10913,la,1
10915,radhyshyam,1
10920,kunod,1
10923,ishatkar,1
10930,lateef,1
10931,chitrangan,1
10945,dilish,0
10947,prabhudayal,1
10954,juhewuddin,1
10977,ishwari,1
10983,duraga,1
11001,sunpreet,0
11002,rizvana,0
11005,parsnath,1
11025,atitaj,1
11027,ashrfi,1
11028,jameer,1
11030,biitu,1
11036,avid,1
11058,axat,1
11059,dharamender,1
11069,bhorelal,1
11072,kuwarjeet,1
11094,reemi,0
11102,hamsiran,0
11107,kausal,1
11117,neelima,0
11129,hazra,0
11130,chhanoyar,1
11139,mitthu,1
11153,manmath,1
11154,hurji,0
11156,surti,0
11159,rajeet,1
11160,vishvash,1
11169,krashna,0
11170,indal,1
11184,seeriya,0
11188,limca,0
11192,laskshita,0
11207,saweta,0
11213,chom,1
11217,rashab,1
11223,maadhuri,0
11234,arnab,1
11247,rikkenchi,0
11252,ratneshwar,1
11263,himal,1
11264,munsi,1
11275,buddhi,1
11278,shanawaz,1
11280,omjone,1
11289,bodu,1
11290,aanil,1
11291,vishvanath,1
11293,daler,1
11299,muntjar,1
11302,ishita,0
11303,shafibul,1
11306,vasiya,0
11308,monam,0
11313,gangajali,0
11328,subjeet,1
11332,nazani,0
11341,dropti,0
11351,naryani,0
11358,any,0
11359,saaniya,0
11364,purva,0
11369,prableen,0
11373,manender,1
11383,bhojpal,1
11391,madho,1
11394,narander,1
11411,aidtya,1
11421,harinarayan,1
11427,nitam,0
11436,prabhat,1
11440,premature,0
11443,tufel,1
11444,cheddi,1
11446,marium,0
11463,bhajju,1
11464,koilu,0
11477,mnoj,1
11485,rajend,1
11489,tanjima,0
11495,vanish,1
11496,ranpal,1
11498,amarin,0
11500,nemsi,0
11504,nadhim,1
11506,avinas,1
11522,kushmi,0
11523,chhabil,1
11530,monty,1
11536,veshali,0
11548,sadhu,1
11554,shahera,0
11555,prabhash,1
11560,kaleram,1
11567,rasid,1
11574,shankri,0
11578,dolo,0
11579,praful,1
11581,jameela,0
11591,mula,1
11601,tazaudeen,1
11603,vishwanath,1
11629,aoosaf,1
11634,dhirpal,1
11652,shveta,0
11656,sahrik,1
11667,manisa,0
11678,phul,0
11679,shelender,1
11693,mallik,0
11708,manvendra,1
11713,vijayta,0
11715,sanjay@sonu,1
11724,gulesta,0
11727,khimanand,1
11728,smt.prema,0
11730,vashisast,1
11746,papu,0
11755,tool,1
11769,hisamuddin,1
11778,saket,1
11779,nazibuneesha,0
11782,silender,1
11790,ojas,1
11793,shneha,0
11804,sahira,0
11819,poga,0
11831,rahimuddin,1
11835,sukul,1
11844,abrar,1
11846,babram,1
11848,sazya,0
11855,jugan,0
11856,asharani,0
11861,prabhila,0
11863,makrud,1
11883,munnu,1
11908,gyaan,0
11914,p.kamesh,1
11917,panku,0
11921,sajju,1
11922,shahvaj,1
11924,samya,0
11925,muzamiil,1
11928,bhabhav,1
11936,mehar,0
11939,adityalok,1
11954,kmles,1
11969,rajish,1
11995,kosar,0
11996,nasibu,0
12001,pushank,1
12018,kumare,0
12019,budhwanti,0
12033,bagwan,1
12036,ratwari,1
12038,gomati,0
12040,dara,1
12044,munnia,0
12049,pankuj,1
12054,badru,0
12058,balchand,1
12060,midhana,0
12065,farana,0
12070,lakhbir,0
12071,sakchan,1
12078,kushi,0
12083,amratalal,1
12095,sahkir,1
12096,nirutma,0
12099,shaboob,1
12100,fija,0
12110,rubo,0
12129,mansha,0
12131,chotan,1
12133,rahu,1
12144,husnara,0
12147,vimukt,1
12153,akhatari,0
12170,bada,1
12171,jasmina,0
12182,akthari,0
12191,sujata@,0
12200,shusila,0
12201,sai,1
12215,shamrin,0
12242,puja@rakhi,0
12245,hamim,0
12253,sakuntala,0
12265,nathani,1
12266,girishi,1
12283,sundga,0
12288,fazaley,1
12290,meghashayam,1
12294,nanni,1
12301,dilshana,0
12303,moona,0
12306,paramveer,1
12308,naulakh,1
12316,sadab(khura),1
12325,chhabi,0
12331,prabhjeet,1
12332,sompal,1
12336,tosif,1
12337,swaranjeet,0
12339,al0k,1
12341,yasodha,0
12347,fakrudeen,1
12348,akheelesh,1
12364,koslya,0
12366,mata,1
12395,jamaal,1
12403,putulu,0
12407,moshin,1
12408,anuraj,1
12414,rajkarnta,0
12418,smt.meera,0
12428,manoj@monu,1
12434,dhodi,0
12440,karanveer,1
12457,hadisha,0
12467,kajal@,0
12477,jareena,0
12484,ladli,0
12487,shahruf,1
12493,gurlal,1
12503,ntasha,0
12526,aatikun,0
12528,b.,0
12532,varda,0
12534,shifali,0
12537,dalima,0
12547,ibarhim,1
12554,jayshing,1
12556,nabila,0
12559,sansaar,1
12568,manphool,1
12573,rubey,0
12586,kismti,0
12590,redhema,1
12596,rijvan,1
12598,tranoom,0
12610,dund,1
12621,rubal,1
12623,hitlar,1
12627,mahasingh,1
12628,shekiba,0
12648,pphola,1
12662,namra,0
12665,kalap,1
12666,farmeena,0
12667,tisha,0
12680,tamsa,0
12692,ramhetu,1
12701,baksi,1
12703,foranta,0
12704,tinki,0
12732,chintan,1
12736,sri-suraj,1
12748,prasanta,0
12749,zakir,1
12752,vipta,1
12753,subburaiyalu,1
12757,dord,1
12765,aashif,1
12778,kalip,1
12779,keshu,0
12781,jaffar,1
12786,jahagir,1
12800,tulshi,1
12809,parmo,1
12813,supyar,0
12815,narhasi,1
12825,dipanshu,1
12830,meharban,1
12837,sahenaj,0
12839,shabbenour,0
12850,badrunisha,0
12877,ilma,0
12892,dilsah,1
12899,jiyaul,1
12907,rinju,0
12923,sahanaj,0
12927,hardass,1
12928,lucki,1
12936,sarwan,1
12943,killo,0
12948,ramsem,1
12971,arthi,0
12997,shaukat,1
12999,shisupal,1
13000,kailesh,1
13023,priju,1
13024,suryanath,1
13026,mansavi,0
13035,mohm.,1
13038,smarti,0
13041,shail,1
13042,kastoori,0
13044,shahnam,0
13061,pratiksha,0
13063,sagit,0
13074,indira,0
13078,faijal,1
13084,shaturughyan,1
13085,bushra,0
13093,km.soniya,0
13096,rupal,0
13109,karishama,0
13112,sukanya,0
13117,swapanesh,1
13124,risabh,0
13137,shrabani,0
13138,ashad,1
13149,smt.kanta,0
13151,jimmi,1
13152,morki,0
13153,parvesh@pankaj,1
13158,julfi,1
13162,golden,0
13165,nanhey,1
13168,shabanm,0
13170,ilema,0
13179,neeven,1
13193,yesh,1
13198,shanaj,0
13200,meenat,0
13215,ashrabi,0
13220,sarthak,1
13227,dabu,1
13232,kanishakraj,1
13253,bismilla,0
13256,saru,0
13259,peena,0
13263,nwed,1
13267,fareena,0
13274,amkit,1
13275,tiwnkal,0
13278,rajkumarm,1
13279,jagdeesh,1
13283,similata,0
13285,varisha,0
13291,masum,0
13293,arnabjit,1
13305,repu,1
13308,brajendra,1
13315,sugandha,0
13317,kaushik,1
13334,supriyal,1
13338,kitti,0
13354,ijhar,1
13356,fazulla,1
13358,palvi,0
13361,mahbir,1
13365,anokha,1
13368,manjar,1
13370,hritik,1
13378,chhabeel,1
13386,radheyshyam,1
13408,tapsya,0
13414,km-,0
13422,groti,0
13431,shib,1
13436,ravindera,1
13438,bhagwanaram,1
13441,jhunnu,0
13449,ishmita,0
13464,saifali,0
13466,ganpati,1
13473,rajvir,1
13474,rashimi,0
13489,chandi,1
13511,yoginder,1
13514,suhagini,0
13533,nischaya,1
13534,ragni,0
13552,j,1
13559,anno,0
13561,bhabhiya,0
13565,fool,0
13580,brijlal,1
13589,busness,1
13605,etahsaam,1
13610,smariti,0
13616,adrash,1
13617,sanjoh,0
13618,tasveeran,0
13619,ragib,1
13621,allabaksh,1
13629,ravindar,1
13631,hiten,1
13641,sumirta,0
13645,nimahe,1
13651,kaarti,0
13652,allaraji,1
13667,sarvjeet,1
13669,smt.nisha,0
13671,alis,0
13679,monini,0
13685,kantil,1
13689,nayaka,0
13691,shashid,1
13695,devasheeh,1
13699,darkash,0
13704,lovly,1
13710,ikrar,1
13713,wali,1
13721,bitoo,0
13729,kingkar,1
13759,ragina,0
13762,begumpur,0
13777,nittin,1
13785,tulsa,0
13797,amiri,1
13800,peentu,1
13807,amie,0
13808,trilock,1
13810,razim,1
13811,aasa,0
13814,prkesh,1
13826,bhatri,0
13828,boduram,1
13836,vijayanta,0
13840,shampa,0
13841,saviti,0
13846,jamadar,1
13848,sabreen@,0
13852,nannu@jaypal,1
13867,sayada,0
13875,narmada,0
13880,kashiram,1
13883,geesa,1
13886,adhish,1
13887,venkatswaran,1
13893,bijali,0
13897,vandhana,0
13906,shur,1
13909,indraj,1
13911,raunaf,0
13918,taki,0
13919,aanik,0
13923,hetal,0
13929,patav,1
13945,shakeena,0
13976,multan,1
13992,subin,1
13994,balveer,1
14003,mod-,1
14022,ramulu,1
14029,pandit,1
14030,bhuralal,1
14031,udaiveer,1
14047,annielal,0
14069,chhano,0
14074,fauina,0
14080,rajlaxmi,0
14086,jarif,1
14095,sahgufta,0
14100,harji,1
14105,shrikant,1
14108,guddiya@guddi,0
14112,laxita,0
14126,nithyanandham,1
14129,safia,0
14140,fulo,0
14152,harib,1
14175,vickey,1
14179,salin,1
14198,bhadur,1
14205,dharmshila,0
14210,arifa,0
14240,shrotam,1
14244,rupinder,1
14259,parshu,1
14272,bachcha,1
14276,sakiran,0
14278,rambabu,1
14282,shaila,0
14290,gamer,1
14297,phoolwanti,0
14310,manka,0
14324,ramender,1
14327,araddhna,0
14328,jaiguna,0
14354,jockyipai,1
14359,ramvihar,1
14372,kajal@sundri,0
14376,vasu,0
14385,sakeena,0
14394,jina,0
14402,gytri,0
14404,shahib,1
14409,lta,0
14411,vidhavati,0
14415,mustikeem,1
14423,nitasha,0
14440,javuneesha,0
14447,dhurav,1
14453,sujanti,0
14454,kabal,1
14469,khalidur,1
14474,shaurabh,1
14485,parathvi,1
14503,premwati@radha,0
14505,nazima,0
14512,ayube,1
14521,shyad,1
14526,basnti,0
14532,begam,0
14537,alina,0
14542,hailena,0
14545,ajaj,1
14552,shivyalam,1
14558,labbhi,0
14564,pramjot,1
14567,saidas,1
14568,dhurve,1
14584,parvashi,0
14594,gs-1957975,1
14601,deen,1
14610,shivlal,1
14631,deepan,1
14632,najre,1
14650,pushpendr,1
14653,sukar,1
14660,nirmaljeet,1
14662,punni,0
14664,sarsawati,0
14671,nekki,0
14680,asruddin,1
14685,munne,1
14686,muksndi,1
14696,"soniya,",0
14705,paka,0
14712,ajad,1
14720,prittam,1
14723,ramila,0
14727,satrughan,1
14732,najarana,0
14741,sanno,0
14743,mursida,0
14751,kumail,1
14753,ruplal,1
14788,gulnaaz,0
14791,shubankar,1
14793,firakat,1
14797,samiksha,0
14808,kokil,1
14818,binder,1
14824,sehrunisa,0
14829,amjat,1
14831,nasira,0
14834,arshla,0
